restaurant, days
"Pacific'O","Sunday-Monday 6:45am-10:00am / Tuesday,Thursday 11:00am-12:45pm / Wednesday 8:30am-5:15pm / Friday 12:45pm-3:15pm / Saturday 5:30am-11:15am"
"Ola at Turtle Bay","Monday 5:30am-7:00am / Tuesday 2:45pm-11:15pm / Wednesday 6:30am-9:30pm / Thursday-Friday 6:45am-3:00am / Saturday 5:30am-4:00pm / Sunday 4:15pm-6:15pm"
"Odoriko Restaurant","Monday 6:45am-5:30pm / Tuesday-Wednesday 12:00pm-4:45pm / Thursday 2:00pm-8:15pm / Friday 9:30am-8:15pm / Saturday 7:00am-2:00pm / Sunday 4:45pm-11:00pm"
"Tortilla Republic","Monday,Wednesday-Thursday 8:00am-1:30am / Tuesday 2:30pm-7:00pm / Friday 11:30am-2:30am / Saturday 6:45am-2:30pm / Sunday 2:45pm-2:30am"
"Cafe Portofino -Marriott Kauai","Sunday-Monday 8:00am-9:15am / Tuesday-Wednesday 1:45pm-9:00pm / Thursday-Friday 12:45pm-1:15am / Saturday 7:15am-1:00pm"
"The Plantation House Restaurant","Monday,Saturday 11:45am-12:15pm / Tuesday-Wednesday 5:00am-11:15pm / Thursday 1:15pm-10:15pm / Friday 9:45am-3:00pm / Sunday 2:15pm-6:15pm"
"Mediterranean Gourmet","Monday,Friday 7:45am-2:00am / Tuesday-Wednesday 10:45am-12:45pm / Thursday,Sunday 9:15am-7:30pm / Saturday 5:15pm-6:15pm"
"Shokudo -Honolulu","Monday-Tuesday 8:30am-4:30pm / Wednesday 1:30pm-2:15pm / Thursday 11:00am-10:30pm / Friday 5:30pm-8:00pm / Saturday-Sunday 1:45pm-12:30pm"
"Cafe Pesto -Kawaihae Harbor","Monday 3:45pm-12:45pm / Tuesday-Wednesday,Friday 8:30am-10:15am / Thursday 3:30pm-10:15pm / Saturday 2:15pm-3:45am / Sunday 7:00am-3:30pm"
"Kauai Ono","Monday 10:30am-10:30pm / Tuesday,Friday-Saturday 3:15pm-7:15pm / Wednesday-Thursday 8:00am-9:45pm / Sunday 7:30am-1:15am"
"The Grove -Kailua","Monday-Tuesday 12:45pm-11:45pm / Wednesday 3:30pm-10:15pm / Thursday 5:45pm-10:30pm / Friday 3:45pm-3:00am / Saturday 12:30pm-3:45am / Sunday 7:15am-7:15pm"
"Rokkaku Ala Moana","Monday-Tuesday 9:00am-11:30am / Wednesday 10:30am-6:15pm / Thursday 12:15pm-1:00pm / Friday 10:30am-4:15pm / Saturday 4:00pm-9:30pm / Sunday 1:00pm-2:45pm"
"Baci Bistro","Monday 5:15am-8:30am / Tuesday,Saturday 7:30am-2:00pm / Wednesday 8:00am-12:45pm / Thursday 3:30pm-2:45am / Friday 2:15pm-12:15pm / Sunday 1:15pm-10:15pm"
"Brasserie Du Vin","Monday 1:00pm-6:00pm / Tuesday,Thursday 3:45pm-5:45pm / Wednesday 10:00am-11:15pm / Friday-Saturday 9:30am-7:15pm / Sunday 4:30pm-3:15am"
"Leilani's on the Beach -Kaanapali","Monday 3:30pm-6:15pm / Tuesday 5:00pm-1:15am / Wednesday 2:15pm-10:45pm / Thursday-Friday,Sunday 7:15am-1:15am / Saturday 7:15am-12:45pm"
"Formaggio Grill Kailua","Monday-Wednesday 2:00pm-2:45am / Thursday 5:00pm-12:45pm / Friday 7:30am-5:30pm / Saturday 9:45am-9:00pm / Sunday 2:15pm-5:30pm"
"Leis Family Class Act Restaurant","Monday 5:15pm-6:30pm / Tuesday 3:30pm-5:00pm / Wednesday 4:45pm-10:00pm / Thursday,Saturday 3:00pm-8:15pm / Friday 10:45am-12:45pm / Sunday 5:30pm-1:15am"
"Bistro Casanova","Monday,Saturday 5:00pm-2:45am / Tuesday 8:30am-7:30pm / Wednesday 2:45pm-12:45pm / Thursday 5:30am-8:45pm / Friday 10:00am-1:00pm / Sunday 4:00pm-12:45pm"
"Blue Dragon Restaurant","Monday 5:45am-7:30pm / Tuesday 4:00pm-6:45pm / Wednesday 9:30am-1:30pm / Thursday,Saturday 4:00pm-2:15am / Friday 1:30pm-9:30pm / Sunday 12:00pm-1:00pm"
"Pizzetta in Old Koloa Town","Monday-Wednesday 8:45am-10:00am / Thursday 1:15pm-2:30pm / Friday 3:15pm-6:30pm / Saturday 5:15pm-6:30pm / Sunday 1:45pm-6:15pm"
"Duke's Beach House Maui","Monday-Tuesday 2:45pm-7:45pm / Wednesday-Thursday 11:15am-6:45pm / Friday 8:15am-10:00am / Saturday 12:30pm-5:15pm / Sunday 4:30pm-2:15am"
"Plumeria Beach House","Monday 1:45pm-11:45pm / Tuesday 9:00am-4:15pm / Wednesday-Thursday,Sunday 2:15pm-7:45pm / Friday 7:30am-8:30am / Saturday 5:45am-8:15am"
"Restaurant Epic","Monday 3:45pm-7:15pm / Tuesday,Thursday,Sunday 4:15pm-12:15pm / Wednesday 12:15pm-1:45am / Friday 11:45am-5:15pm / Saturday 1:15pm-3:30pm"
"Joe's Bar & Grill","Monday-Tuesday,Saturday 12:15pm-6:45pm / Wednesday 3:45pm-3:45am / Thursday 10:15am-3:15am / Friday 5:30pm-1:45am / Sunday 5:15pm-7:00pm"
"Cafe Pesto -Hilo Bay","Monday-Tuesday 6:45am-1:00am / Wednesday-Friday,Sunday 8:00am-10:30pm / Saturday 2:00pm-7:30pm"
"Kauai Pasta Kauai","Monday-Tuesday 4:15pm-5:15pm / Wednesday,Friday 7:15am-4:45pm / Thursday 6:00am-4:45pm / Saturday 8:15am-1:30pm / Sunday 5:45pm-9:45pm"
"Casanova Makawao","Monday,Friday 3:00pm-8:45pm / Tuesday,Sunday 1:00pm-9:15pm / Wednesday,Saturday 7:00am-2:45am / Thursday 4:15pm-7:00pm"
"Buca di Beppo -Honolulu","Monday 5:15am-7:30am / Tuesday-Wednesday 11:15am-2:15am / Thursday 5:00am-1:30am / Friday 5:30pm-1:15am / Saturday 5:00pm-1:45am / Sunday 7:00am-3:45am"
"North Shore Kula Grille","Monday,Wednesday 5:30pm-2:30am / Tuesday,Thursday 7:00am-6:00pm / Friday 6:15am-8:00am / Saturday 2:45pm-3:30pm / Sunday 1:15pm-8:00pm"
"Plantation Gardens","Monday 12:00pm-6:30pm / Tuesday 12:45pm-3:15pm / Wednesday 5:30pm-11:30pm / Thursday 10:45am-12:15pm / Friday 10:30am-3:15am / Saturday 7:45am-5:15pm / Sunday 2:45pm-1:00am"
"Market Fresh Bistro","Monday 10:45am-4:30pm / Tuesday 4:00pm-8:30pm / Wednesday 2:00pm-2:30am / Thursday,Sunday 4:15pm-1:15am / Friday-Saturday 8:45am-12:15pm"
"Tiki's Grill & Bar","Monday 5:45am-3:15am / Tuesday 1:30pm-3:15pm / Wednesday 8:30am-9:00pm / Thursday 7:00am-12:15pm / Friday 11:30am-4:00pm / Saturday 1:30pm-7:30pm / Sunday 12:00pm-1:30am"
"Grand Cafe & Bakery","Monday-Tuesday 11:15am-8:15pm / Wednesday 7:45am-8:30pm / Thursday,Saturday 11:30am-10:15pm / Friday 10:45am-5:15pm / Sunday 4:00pm-3:15am"
"Island Lava Java Bistro","Monday-Tuesday 5:30pm-6:30pm / Wednesday 12:15pm-2:00am / Thursday,Sunday 7:00am-9:00am / Friday 7:15am-1:45pm / Saturday 9:00am-9:00pm"
"Hula Grill -Kaanapali","Monday-Tuesday 9:00am-12:00pm / Wednesday 5:45pm-1:45am / Thursday 11:15am-3:00am / Friday 5:00pm-12:30pm / Saturday 3:45pm-5:15pm / Sunday 5:00pm-2:15am"
"Tiki Terrace (Ka'anapali Beach Hotel)","Sunday-Monday 11:00am-9:00pm / Tuesday-Wednesday 5:30am-5:30pm / Thursday 5:45am-11:15am / Friday-Saturday 1:00pm-4:45pm"
"Monkeypod Kitchen -Wailea","Monday,Wednesday,Friday 8:30am-2:00am / Tuesday 3:00pm-3:45am / Thursday 4:00pm-7:30pm / Saturday 10:00am-8:45pm / Sunday 11:15am-3:00pm"
"Three's Bar & Grill","Monday 8:45am-12:00pm / Tuesday 8:30am-1:15pm / Wednesday 9:15am-6:15pm / Thursday 8:30am-3:30pm / Friday 6:45am-10:00pm / Saturday 7:15am-5:45pm / Sunday 5:45am-5:30pm"
"Manoli's Pizza Company","Monday 6:15am-3:30am / Tuesday 10:15am-2:45pm / Wednesday,Saturday 11:30am-6:00pm / Thursday 7:30am-6:00pm / Friday 10:45am-12:00pm / Sunday 5:00pm-6:15pm"
"Cafe Sistina","Monday-Tuesday 8:30am-12:00pm / Wednesday,Sunday 5:45pm-10:45pm / Thursday,Saturday 4:45pm-2:30am / Friday 12:00pm-7:45pm"
"Kaunaoa Bar & Grill","Monday 5:45am-7:30pm / Tuesday,Saturday 11:45am-4:00pm / Wednesday,Sunday 12:15pm-2:00am / Thursday 5:45pm-8:00pm / Friday 1:00pm-7:45pm"
"D'Amico's Italian Market Cafe -Katy","Monday 9:30am-11:00am / Tuesday 11:30am-8:30pm / Wednesday,Friday,Sunday 1:45pm-5:00pm / Thursday 8:15am-6:45pm / Saturday 2:00pm-9:00pm"
"Ibiza Food and Wine Bar","Monday-Tuesday 3:45pm-7:15pm / Wednesday 12:30pm-9:00pm / Thursday 1:15pm-2:45pm / Friday 9:30am-12:45pm / Saturday-Sunday 10:15am-11:00am"
"The Capital Grille -Houston -CityCentre","Monday,Thursday,Saturday 5:15am-12:30pm / Tuesday 6:00am-1:15am / Wednesday 7:15am-12:00pm / Friday 11:15am-6:30pm / Sunday 1:00pm-1:30am"
"Perry's Steakhouse & Grille -Champions","Monday,Saturday 1:45pm-2:00am / Tuesday,Friday 11:45am-7:00pm / Wednesday 4:15pm-11:45pm / Thursday 9:00am-9:00pm / Sunday 4:45pm-1:30am"
"Post Oak Grill","Monday-Tuesday 9:00am-5:45pm / Wednesday 2:30pm-7:15pm / Thursday 5:15pm-9:15pm / Friday,Sunday 11:30am-2:00am / Saturday 4:15pm-5:45pm"
"Churrascos -River Oaks","Monday 3:30pm-4:15pm / Tuesday,Sunday 11:00am-5:00pm / Wednesday 10:15am-11:30pm / Thursday 7:30am-1:45am / Friday 10:00am-2:45pm / Saturday 6:30am-8:45am"
"Seasons 52:00 -Westheimer","Monday 10:15am-1:15pm / Tuesday,Saturday 7:45am-4:00pm / Wednesday 3:45pm-5:00pm / Thursday 4:15pm-5:45pm / Friday 2:45pm-8:00pm / Sunday 1:45pm-7:00pm"
"Palm Restaurant -Houston","Monday-Tuesday,Thursday-Friday 12:15pm-6:45pm / Wednesday,Sunday 10:30am-12:00pm / Saturday 3:00pm-1:45am"
"Mascalzone","Sunday-Tuesday 11:00am-3:45pm / Wednesday-Thursday 10:30am-4:30pm / Friday 2:45pm-4:15pm / Saturday 1:30pm-4:00pm"
"The Capital Grille -Houston","Sunday-Monday 12:15pm-6:00pm / Tuesday 11:30am-7:45pm / Wednesday 5:30am-8:15pm / Thursday 5:45pm-10:00pm / Friday 11:15am-2:15pm / Saturday 12:45pm-6:00pm"
"Tony Mandola's","Monday 5:30am-6:45pm / Tuesday 5:00am-5:00pm / Wednesday,Sunday 9:45am-3:45pm / Thursday 11:45am-2:15am / Friday 8:00am-3:00am / Saturday 8:45am-2:45am"
"Churrascos -Westchase","Monday,Wednesday 1:30pm-12:15pm / Tuesday 2:45pm-7:45pm / Thursday 6:15am-4:30pm / Friday,Sunday 2:45pm-3:00pm / Saturday 1:00pm-10:00pm"
"Kona Grill -Houston","Monday 12:45pm-5:30pm / Tuesday 5:00pm-11:15pm / Wednesday 11:15am-3:30am / Thursday 3:00pm-10:45pm / Friday 11:00am-12:45pm / Saturday 2:00pm-12:15pm / Sunday 2:45pm-3:00pm"
"Antica Osteria","Monday-Wednesday,Friday 3:00pm-10:00pm / Thursday 10:30am-3:00am / Saturday 9:45am-11:00pm / Sunday 5:15pm-2:45am"
"Preview","Monday-Tuesday,Thursday 1:30pm-4:00pm / Wednesday,Saturday 6:30am-11:30pm / Friday 5:15am-10:30pm / Sunday 1:45pm-7:30pm"
"Goode Co. Seafood -Katy Freeway","Monday-Tuesday,Friday 1:15pm-8:15pm / Wednesday 12:45pm-7:45pm / Thursday 6:15am-3:15pm / Saturday 10:45am-11:15pm / Sunday 1:30pm-8:30pm"
"Malibu Steak & Seafood","Monday 1:00pm-5:15pm / Tuesday 5:00pm-1:15am / Wednesday 12:15pm-1:30am / Thursday 11:00am-12:00pm / Friday-Saturday 1:45pm-2:30pm / Sunday 4:30pm-10:15pm"
"Ouisie's Table","Monday-Tuesday 8:30am-3:00am / Wednesday 2:15pm-10:45pm / Thursday 12:45pm-1:00pm / Friday 12:45pm-2:45am / Saturday 3:45pm-1:45am / Sunday 8:30am-12:00pm"
"Perry's Steakhouse & Grille -Cinco Ranch/Katy","Monday 11:45am-4:45pm / Tuesday 7:00am-1:45am / Wednesday-Thursday 8:45am-3:15pm / Friday 3:30pm-2:00am / Saturday 5:00pm-7:30pm / Sunday 4:30pm-6:45pm"
"Rising Sunday Sushi & Fusion Restaurant","Monday 7:45am-12:30pm / Tuesday 1:15pm-2:45am / Wednesday 5:45pm-3:00am / Thursday 4:15pm-5:30pm / Friday 8:45am-12:30pm / Saturday 12:30pm-8:00pm / Sunday 1:30pm-12:15pm"
"Radio Milano","Monday 12:30pm-3:15pm / Tuesday 10:00am-2:15am / Wednesday 5:45pm-10:00pm / Thursday,Saturday-Sunday 10:30am-1:45am / Friday 4:30pm-6:00pm"
"Fleming's Steakhouse -Houston Beltway","Monday-Tuesday 5:30am-12:15pm / Wednesday 6:15am-11:00am / Thursday 2:45pm-6:30pm / Friday 4:45pm-7:00pm / Saturday 4:00pm-5:15pm / Sunday 9:15am-12:00pm"
"Olympia Grill at Pier 21","Monday-Wednesday 1:45pm-5:30pm / Thursday-Friday 7:15am-11:30pm / Saturday 12:45pm-1:00am / Sunday 3:45pm-4:00pm"
"RDG + Bar Annie","Monday 7:00am-5:30pm / Tuesday-Thursday,Saturday 5:30am-2:00pm / Friday 2:00pm-4:15pm / Sunday 2:15pm-10:30pm"
"Gyu-Kaku -Houston","Monday 12:30pm-9:15pm / Tuesday,Saturday 6:30am-1:15pm / Wednesday 4:30pm-2:00am / Thursday 5:00pm-10:15pm / Friday 2:30pm-9:45pm / Sunday 5:45pm-3:15am"
"Vic & Anthony's Steakhouse -Houston","Monday,Saturday 2:45pm-5:45pm / Tuesday 6:30am-7:30am / Wednesday 12:15pm-12:00pm / Thursday 9:00am-6:00pm / Friday 5:45pm-9:30pm / Sunday 6:30am-4:30pm"
"Brennan's of Houston","Monday 12:45pm-7:00pm / Tuesday 4:00pm-9:45pm / Wednesday-Thursday 10:45am-2:00pm / Friday,Sunday 1:45pm-9:30pm / Saturday 2:30pm-2:15am"
"Urban Kitchen","Monday-Tuesday,Thursday 7:00am-9:00am / Wednesday 2:45pm-6:45pm / Friday 3:15pm-4:45pm / Saturday 6:45am-7:15pm / Sunday 6:00am-2:30pm"
"Carmelo's Ristorante Italiano -Houston","Monday-Tuesday 7:15am-9:30am / Wednesday 5:30am-5:45pm / Thursday 10:15am-5:30pm / Friday 2:30pm-12:00pm / Saturday 5:15am-1:15pm / Sunday 2:15pm-3:15pm"
"Buca di Beppo -Houston -Speedway","Monday 1:45pm-4:45pm / Tuesday 3:15pm-12:00pm / Wednesday 7:30am-5:30pm / Thursday 9:45am-1:45am / Friday 1:30pm-2:45am / Saturday 4:00pm-7:45pm / Sunday 6:45am-11:30pm"
"Mainly Drinks","Monday-Tuesday,Friday 10:00am-2:15pm / Wednesday 12:30pm-12:45pm / Thursday 3:00pm-3:15am / Saturday 10:00am-2:45pm / Sunday 10:30am-2:30am"
"Meal Masters","Sunday-Monday 10:45am-4:00pm / Tuesday 11:45am-1:15pm / Wednesday 5:30am-10:00pm / Thursday 12:00pm-1:15pm / Friday 5:15am-10:15am / Saturday 10:45am-4:15pm"
"Cullen's","Monday 8:45am-10:15am / Tuesday,Thursday 8:45am-1:15pm / Wednesday 12:00pm-9:45pm / Friday-Saturday 4:15pm-3:00am / Sunday 1:00pm-6:45pm"
"Ellen's Cafe","Monday 5:30pm-7:15pm / Tuesday 7:30am-3:45pm / Wednesday,Sunday 3:15pm-5:45pm / Thursday 1:00pm-11:45pm / Friday 11:45am-1:15pm / Saturday 3:15pm-2:15am"
"Holley's Seafood Restaurant & Oyster Bar","Monday 7:15am-6:30pm / Tuesday 5:30pm-1:15am / Wednesday 5:15pm-12:45pm / Thursday 6:30am-5:45pm / Friday 6:00am-8:45pm / Saturday 1:15pm-2:00am / Sunday 2:45pm-2:15am"
"Museum Park Cafe","Monday,Thursday 12:15pm-2:15am / Tuesday-Wednesday 11:30am-7:45pm / Friday 4:15pm-10:45pm / Saturday 2:45pm-11:15pm / Sunday 6:15am-5:30pm"
"Facon Brazilian Steakhouse","Monday-Wednesday,Friday 5:15pm-11:30pm / Thursday 2:45pm-1:30am / Saturday 5:30am-7:00am / Sunday 8:45am-3:45pm"
"Mi Cocina The Woodlands","Monday,Saturday 4:45pm-2:15am / Tuesday 5:00am-6:30am / Wednesday 8:30am-10:00pm / Thursday 5:45am-1:30pm / Friday 10:00am-2:45pm / Sunday 1:15pm-7:45pm"
"Fish & the Knife Sushi Bar","Monday 5:45am-7:15am / Tuesday 2:30pm-4:45pm / Wednesday 2:45pm-12:30pm / Thursday 1:15pm-1:00am / Friday 10:00am-8:45pm / Saturday 2:00pm-1:45am / Sunday 10:00am-11:00pm"
"Mo's a Place for Steaks -Houston","Monday,Wednesday 2:00pm-5:30pm / Tuesday,Thursday-Friday,Sunday 10:15am-2:45pm / Saturday 6:15am-3:15pm"
"Cyclone Anaya's -Rice Village","Monday-Tuesday,Thursday,Saturday 6:15am-2:15am / Wednesday,Friday 8:00am-12:45pm / Sunday 7:45am-1:45am"
"Piatto Ristorante (Heights)","Monday-Tuesday 12:30pm-3:45am / Wednesday,Friday,Sunday 6:30am-1:00am / Thursday 2:00pm-8:15pm / Saturday 3:15pm-4:15pm"
"Inn at Dos Brisas","Monday 4:15pm-12:30pm / Tuesday 10:00am-12:45pm / Wednesday 10:00am-2:00pm / Thursday 10:45am-1:15am / Friday 11:15am-6:30pm / Saturday 7:00am-12:15pm / Sunday 4:30pm-1:30am"
"Américas -The Woodlands","Monday 7:45am-6:00pm / Tuesday,Thursday 3:45pm-12:45pm / Wednesday 10:45am-10:00pm / Friday 8:30am-1:15am / Saturday 6:30am-2:45am / Sunday 6:45am-5:30pm"
"Morton's The Steakhouse -Houston -Galleria","Monday,Wednesday,Friday 11:45am-10:30pm / Tuesday 12:00pm-2:45pm / Thursday 4:30pm-1:30am / Saturday 6:30am-7:00am / Sunday 10:00am-3:45am"
"number 13","Monday 12:30pm-6:15pm / Tuesday 1:30pm-8:15pm / Wednesday-Friday 9:15am-12:15pm / Saturday 1:15pm-1:30am / Sunday 6:45am-12:15pm"
"Napoli Italian Galleria","Monday,Friday 3:15pm-9:45pm / Tuesday 10:15am-6:00pm / Wednesday-Thursday 7:15am-12:15pm / Saturday 8:45am-6:15pm / Sunday 1:00pm-9:45pm"
"Truluck's Seafood Steak and Crab House -Houston","Monday 6:00am-12:00pm / Tuesday 7:45am-2:45pm / Wednesday 9:45am-12:00pm / Thursday-Sunday 3:15pm-2:45am"
"McCormick & Schmick's Seafood -Houston","Monday,Wednesday 6:30am-10:30am / Tuesday 9:30am-2:30am / Thursday-Friday 6:15am-11:45am / Saturday 9:00am-10:45pm / Sunday 11:00am-7:30pm"
"Da Marco","Sunday-Wednesday 4:15pm-10:30pm / Thursday 3:30pm-2:00am / Friday 10:15am-1:30am / Saturday 4:45pm-10:45pm"
"Fogo de Chao Brazilian Steakhouse -Houston","Monday,Thursday 11:15am-12:45pm / Tuesday,Saturday 12:15pm-1:30pm / Wednesday 3:45pm-6:00pm / Friday 5:30am-1:15pm / Sunday 1:15pm-2:30am"
"Morton's The Steakhouse -Houston -Downtown","Monday-Tuesday,Thursday 8:15am-1:00am / Wednesday 4:00pm-7:15pm / Friday 2:00pm-7:15pm / Saturday 8:00am-3:15pm / Sunday 12:15pm-1:45pm"
"Shula's Steak House -Hyatt Regency Houston","Monday 7:45am-1:30pm / Tuesday,Friday 12:00pm-12:00pm / Wednesday 1:15pm-11:45pm / Thursday,Sunday 11:45am-3:15pm / Saturday 9:30am-6:45pm"
"Little Napoli Italian Grill & Bar","Monday 5:30pm-3:45am / Tuesday-Wednesday 11:15am-3:30pm / Thursday 1:15pm-12:30pm / Friday-Saturday 3:45pm-6:15pm / Sunday 3:00pm-1:45am"
"Perry's Steakhouse & Grille -Clear Lake","Monday 8:15am-12:45pm / Tuesday 2:00pm-12:45pm / Wednesday,Friday,Sunday 7:15am-1:00pm / Thursday 5:15am-5:45pm / Saturday 5:45am-10:15am"
"Cyclone Anaya's -CityCentre","Monday-Tuesday 6:00am-11:30pm / Wednesday 12:45pm-11:15pm / Thursday 6:30am-11:45am / Friday 11:45am-6:45pm / Saturday 12:00pm-2:00pm / Sunday 7:45am-2:30pm"
"Mark's American Cuisine","Sunday-Monday,Friday 3:45pm-6:30pm / Tuesday-Wednesday 7:00am-12:45pm / Thursday 7:45am-11:45pm / Saturday 3:00pm-8:00pm"
"Pappas Bros. Steakhouse","Monday 2:15pm-6:15pm / Tuesday,Friday 3:45pm-10:00pm / Wednesday 2:15pm-3:00pm / Thursday 10:15am-9:00pm / Saturday 5:30pm-2:00am / Sunday 3:45pm-10:45pm"
"Riondo's Ristorante","Monday 9:15am-4:30pm / Tuesday,Friday 9:15am-3:00am / Wednesday-Thursday,Sunday 5:15am-9:15am / Saturday 9:45am-2:15am"
"BCN Taste & Tradition","Monday-Tuesday 8:45am-4:00pm / Wednesday 11:00am-8:30pm / Thursday 8:00am-8:15pm / Friday 2:15pm-2:15am / Saturday 6:45am-8:15pm / Sunday 5:45pm-7:30pm"
"The Kemah Steak Company","Sunday-Monday 7:30am-12:15pm / Tuesday,Saturday 11:00am-8:45pm / Wednesday 3:15pm-9:00pm / Thursday 9:00am-12:45pm / Friday 2:00pm-6:30pm"
"The Pass","Monday 10:15am-1:15am / Tuesday 3:15pm-7:00pm / Wednesday,Friday 7:45am-12:00pm / Thursday 4:30pm-8:15pm / Saturday 11:00am-12:30pm / Sunday 5:45pm-6:45pm"
"Harvest Organic Grille – Westchase District","Monday,Wednesday 5:30pm-3:00am / Tuesday 8:30am-6:45pm / Thursday-Friday 5:45pm-9:15pm / Saturday 3:45pm-8:15pm / Sunday 8:30am-7:30pm"
"Kabab Kahani","Monday-Tuesday 12:45pm-1:15pm / Wednesday 1:45pm-3:15pm / Thursday 10:15am-11:30am / Friday 11:30am-10:45pm / Saturday 12:00pm-7:15pm / Sunday 5:30am-9:45am"
"Ruth's Chris Steak House -Houston","Sunday-Monday 9:00am-10:15am / Tuesday 2:00pm-7:00pm / Wednesday 10:45am-12:00pm / Thursday,Saturday 1:15pm-11:45pm / Friday 6:45am-8:45pm"
"Monarch @ Hotel Zaza","Monday 7:30am-9:15pm / Tuesday 3:45pm-3:30am / Wednesday 6:15am-3:00am / Thursday 5:00pm-10:15pm / Friday 4:45pm-8:00pm / Saturday-Sunday 4:00pm-9:45pm"
"Cyclone Anaya's -Midtown","Monday,Wednesday 2:15pm-1:30am / Tuesday 12:00pm-2:45pm / Thursday-Friday 2:00pm-8:00pm / Saturday 5:45am-12:30pm / Sunday 8:30am-7:30pm"
"Sorrento Ristorante Italiano","Monday-Tuesday,Saturday 1:30pm-9:15pm / Wednesday 12:45pm-5:45pm / Thursday 8:15am-11:30am / Friday 6:45am-6:30pm / Sunday 4:00pm-8:30pm"
"Reef","Monday 9:00am-12:00pm / Tuesday,Thursday 5:30am-11:00am / Wednesday 6:30am-10:45pm / Friday 6:00am-11:30pm / Saturday 12:45pm-9:30pm / Sunday 2:30pm-5:15pm"
"McCormick & Schmick's Seafood -Houston -Downtown","Monday-Tuesday 1:15pm-6:00pm / Wednesday 12:00pm-3:30pm / Thursday 2:15pm-2:45am / Friday 10:30am-2:00am / Saturday 1:30pm-4:15pm / Sunday 1:00pm-5:00pm"
"Kuu Restaurant","Monday-Tuesday,Thursday,Saturday 6:15am-3:15am / Wednesday 9:00am-6:15pm / Friday 5:15am-9:30pm / Sunday 4:45pm-5:45pm"
"Fish Tales","Monday,Friday 7:45am-1:00am / Tuesday,Thursday 10:15am-2:45am / Wednesday,Saturday 6:30am-2:00pm / Sunday 4:30pm-2:45am"
"The Dining Room @ The Woodlands Resort","Monday 9:30am-10:45am / Tuesday 7:00am-5:00pm / Wednesday 5:15am-6:30pm / Thursday 12:15pm-5:30pm / Friday 5:00am-2:30am / Saturday 10:15am-1:00am / Sunday 5:15am-4:30pm"
"The Union Kitchen","Monday-Tuesday 9:00am-4:15pm / Wednesday,Friday 4:15pm-12:45pm / Thursday 6:15am-12:00pm / Saturday 9:30am-12:00pm / Sunday 9:00am-11:45pm"
"Birraporetti's","Monday-Tuesday 9:15am-11:45pm / Wednesday,Saturday 1:30pm-4:30pm / Thursday-Friday,Sunday 8:30am-7:45pm"
"Mockingbird Bistro","Monday,Friday 5:15pm-3:45am / Tuesday,Thursday 7:00am-11:00am / Wednesday 3:15pm-3:00am / Saturday 4:00pm-1:00am / Sunday 7:15am-3:00am"
"Pax Americana","Monday,Wednesday 6:15am-10:00am / Tuesday 7:00am-10:00am / Thursday 12:00pm-7:45pm / Friday,Sunday 10:30am-7:00pm / Saturday 5:45pm-11:00pm"
"Ristorante Cavour at the Hotel Granduca","Monday 5:45am-10:00pm / Tuesday 9:15am-10:15am / Wednesday,Saturday 8:15am-11:00am / Thursday 10:45am-7:00pm / Friday 12:45pm-3:30am / Sunday 4:30pm-12:00pm"
"Kirby's Prime Steakhouse -The Woodlands","Monday 3:00pm-6:00pm / Tuesday 1:15pm-8:00pm / Wednesday 12:45pm-9:45pm / Thursday-Friday 3:30pm-10:30pm / Saturday 5:15pm-1:00am / Sunday 3:30pm-7:30pm"
"Harold's @ Heights General Store","Monday 10:45am-1:30am / Tuesday 10:15am-3:45pm / Wednesday,Saturday 4:15pm-10:30pm / Thursday 2:30pm-10:45pm / Friday 3:15pm-11:15pm / Sunday 5:15pm-8:30pm"
"Cyclone Anaya's- Durham","Monday 1:45pm-2:45pm / Tuesday 4:45pm-7:30pm / Wednesday-Thursday 5:00am-10:15am / Friday-Saturday 5:30pm-8:45pm / Sunday 7:15am-1:30am"
"Saltwater Grill","Monday,Thursday-Friday 10:00am-8:00pm / Tuesday,Sunday 6:45am-4:00pm / Wednesday 8:30am-11:00pm / Saturday 1:00pm-5:45pm"
"Tierra del Fuego","Monday,Saturday 11:00am-3:30pm / Tuesday,Thursday 1:00pm-10:00pm / Wednesday 12:15pm-1:30pm / Friday 5:00pm-6:45pm / Sunday 11:00am-2:30am"
"Line & Lariat","Sunday-Monday,Wednesday 2:45pm-10:30pm / Tuesday,Friday 8:30am-11:30am / Thursday 5:45pm-9:30pm / Saturday 8:30am-11:15am"
"Nara Sushi and Korean Kitchen","Monday-Tuesday 5:00pm-9:15pm / Wednesday,Sunday 4:15pm-8:30pm / Thursday-Friday 1:15pm-3:45pm / Saturday 8:00am-9:45am"
"Sullivan's Steakhouse","Monday,Wednesday 3:45pm-2:15am / Tuesday,Friday 7:45am-9:15pm / Thursday 3:45pm-4:30pm / Saturday-Sunday 8:30am-3:00pm"
"Churrascos -Champions","Monday,Wednesday 5:15am-8:15pm / Tuesday 10:45am-1:00pm / Thursday 10:45am-11:45am / Friday 12:00pm-9:00pm / Saturday 5:15pm-12:45pm / Sunday 6:45am-10:30pm"
"Maggiano's -Houston","Monday-Tuesday,Friday 11:45am-1:45pm / Wednesday 11:15am-8:00pm / Thursday 2:30pm-1:45am / Saturday 3:15pm-3:15am / Sunday 10:30am-5:15pm"
